,,Glenn Allen Youngkin,Terence Richard McAuliffe,Princess Latece Teira Blanding,Write-Ins,Total Votes Cast,Undervotes
Precinct,702 - Brents Mill (CD 1),359,285,5,1,650,0
Precinct,702 - Brents Mill (CD 7),394,326,5,0,725,0
Precinct,703 - Fairview (CD 7),272,216,3,0,491,0
Precinct,703 - Fairview (CD 1),95,84,3,1,183,0
Precinct,704 - Gayle (CD 7),708,515,5,0,1228,0
Precinct,704 - Gayle (CD 1),233,126,1,0,360,0
Precinct,Ab - Central Absentee Precinct (CD 1),245,880,18,1,1144,0
Precinct,Ab - Central Absentee Precinct (CD 7),840,2099,40,1,2980,0
Precinct,Provisional (CD 1),5,19,0,0,24,0
Precinct,Provisional (CD 7),30,47,1,0,78,0
Locality,Stafford County,31680,25463,425,35,57603,0
Precinct,##ev - Central Absentee Precinct,6296,6419,51,6,12772,0
Precinct,##pe - Central Absentee Precinct,87,157,9,2,255,0
Precinct,101 - Hartwood,1993,679,14,1,2687,0
Precinct,102 - Rocky Run,818,628,12,1,1459,0
Precinct,103 - Simpson,920,517,11,0,1448,0
Precinct,104 - College,1294,770,12,1,2077,0
Precinct,201 - Rock Hill,794,458,9,1,1262,0
Precinct,202 - Roseville,935,666,10,1,1612,0
Precinct,203 - Ruby,1030,282,9,2,1323,0
Precinct,204 - Stefaniga,1143,594,9,2,1748,0
Precinct,301 - Griffis,392,573,6,0,971,0
Precinct,302 - Widewater,812,702,11,0,1525,0
Precinct,303 - Harbour,605,393,13,1,1012,0
Precinct,304 - Barrett,355,290,7,0,652,0
Precinct,401 - Aquia,156,331,7,0,494,0
Precinct,402 - Courthouse,709,882,19,0,1610,0
Precinct,403 - Brooke,1249,619,16,1,1885,0
Precinct,404 - Government Island,715,465,9,1,1190,0
Precinct,501 - Grafton,1338,661,16,2,2017,0
Precinct,502 - Falmouth,862,628,5,0,1495,0
Precinct,503 - Drew,863,607,17,2,1489,0
Precinct,504 - Gayle,512,583,6,0,1101,0
Precinct,601 - Ferry Farm,914,466,8,2,1390,0
Precinct,602 - Chatham,994,614,9,1,1618,0
Precinct,603 - White Oak,1533,536,8,0,2077,0
Precinct,604 - England Run,343,497,16,1,857,0
Precinct,701 - Woodlands,1108,954,22,1,2085,0
Precinct,702 - Whitson,557,635,5,1,1198,0
Precinct,703 - Hampton,1040,797,16,2,1855,0
Precinct,Ab - Central Absentee Precinct,1290,3001,63,3,4357,0
Precinct,Provisional,23,59,0,0,82,0
Locality,Staunton City,4640,5004,119,8,9771,0
Precinct,##ev - Central Absentee Precinct,1242,1962,28,3,3235,0
Precinct,##pe - Central Absentee Precinct,14,22,5,0,41,0
Precinct,101 - Ward No 1,664,451,21,1,1137,0
Precinct,201 - Ward No 2,827,422,12,0,1261,0
Precinct,301 - Ward No 3,668,480,20,2,1170,0
Precinct,401 - Ward No 4,517,444,9,0,970,0
Precinct,501 - Ward No 5,416,507,10,0,933,0
Precinct,Ab - Central Absentee Precinct,286,707,14,2,1009,0
Precinct,Provisional,6,9,0,0,15,0
Locality,Suffolk City,17351,19079,252,34,36716,0
Precinct,##ev - Central Absentee Precinct (CD 3),2019,3612,23,3,5657,0
Precinct,##ev - Central Absentee Precinct (CD 4),1620,1962,11,2,3595,0
Precinct,##pe - Central Absentee Precinct (CD 3),48,99,4,0,151,0
Precinct,##pe - Central Absentee Precinct (CD 4),15,45,0,0,60,0
Precinct,101 - Belleharbour (CD 3),288,499,7,5,799,0
Precinct,102 - Driver (CD 3),1513,555,11,2,2081,0
Precinct,104 - Bennetts Creek (CD 3),750,608,8,0,1366,0
Precinct,201 - Ebenezer (CD 3),856,300,3,0,1159,0
Precinct,202 - Chuckatuck (CD 3),706,295,3,0,1004,0
Precinct,203 - Kings Fork (CD 3),473,619,8,1,1101,0
Precinct,204 - Hillpoint (CD 3),420,513,9,3,945,0
Precinct,301 - White Marsh (CD 4),106,159,1,0,266,0
Precinct,302 - John F Kennedy (CD 4),20,365,5,0,390,0
Precinct,302 - John F Kennedy (CD 3),142,313,8,2,465,0
Precinct,304 - Nansemond River (CD 3),498,571,9,4,1082,0
Precinct,305 - Shoulders Hill (CD 3),243,264,5,1,513,0
Precinct,401 - Airport (CD 4),395,184,3,1,583,0
Precinct,402 - Whaleyville (CD 4),724,156,2,1,883,0
Precinct,403 - Southside (CD 4),39,315,7,0,361,0
Precinct,404 - Booker T Washington (CD 4),37,400,11,0,448,0
Precinct,404 - Booker T Washington (CD 3),9,129,0,0,138,0
Precinct,405 - Pittmantown (CD 4),211,111,1,0,323,0
Precinct,501 - Kilbys Mill (CD 4),833,362,14,0,1209,0
Precinct,502 - Holland (CD 4),1022,320,8,0,1350,0
Precinct,504 - Lake Cohoon (CD 4),784,324,6,1,1115,0
Precinct,504 - Lake Cohoon (CD 3),224,54,1,0,279,0
Precinct,601 - Lakeside (CD 4),430,379,6,2,817,0
Precinct,602 - Olde Towne (CD 4),1,1,0,0,2,0
Precinct,602 - Olde Towne (CD 3),116,123,3,0,242,0
Precinct,603 - Elephants Fork/westhaven (CD 4),174,149,2,0,325,0
Precinct,604 - Wilroy (CD 3),434,385,7,0,826,0
Precinct,605 - Hollywood (CD 3),31,318,3,0,352,0
Precinct,702 - Harbourview (CD 3),777,736,6,2,1521,0
Precinct,704 - Burbage Grant (CD 3),497,781,14,2,1294,0
Precinct,706 - Huntersville (CD 3),244,910,14,1,1169,0
Precinct,AB - Central Absentee Precinct (CD 3),434,1490,21,1,1946,0
Precinct,Ab - Central Absentee Precinct (CD 4),195,637,6,0,838,0
Precinct,Provisional (CD 3),12,29,1,0,42,0
Precinct,Provisional (CD 4),11,7,1,0,19,0
Locality,Surry County,1768,1756,9,3,3536,0
Precinct,##ev - Central Absentee Precinct,418,553,0,0,971,0
Precinct,##pe - Central Absentee Precinct,2,5,1,0,8,0
Precinct,101 - Surry,297,127,1,0,425,0
Precinct,201 - Bacons Castle,238,214,2,0,454,0
Precinct,301 - Dendron,264,186,4,1,455,0
Precinct,401 - Carsley,271,220,1,0,492,0
Precinct,501 - Claremont,193,129,0,2,324,0
Precinct,502 - Spring Grove,25,92,0,0,117,0
Precinct,AB - Central Absentee Precinct,60,230,0,0,290,0
Precinct,Provisional,0,0,0,0,0,0
Locality,Sussex County,1973,2028,24,0,4025,0
Precinct,##ev - Central Absentee Precinct,396,448,5,0,849,0
Precinct,##pe - Central Absentee Precinct,2,1,0,0,3,0
Precinct,101 - Waverly,101,306,3,0,410,0
Precinct,201 - Stony Creek,149,200,2,0,351,0
Precinct,202 - Little Mill,49,52,0,0,101,0
Precinct,301 - Courthouse,266,65,1,0,332,0
Precinct,302 - Wakefield,122,17,0,0,139,0
Precinct,401 - Mars Hill,197,235,3,0,435,0
Precinct,402 - West Wakefield,4,37,0,0,41,0
Precinct,501 - Henry,176,195,2,0,373,0
Precinct,502 - Yale,82,71,1,0,154,0
Precinct,601 - Blackwater,237,111,0,0,348,0
Precinct,602 - Newville,111,49,4,0,164,0
Precinct,AB - Central Absentee Precinct,80,234,3,0,317,0
Precinct,Provisional,1,7,0,0,8,0
Locality,Tazewell County,12045,1821,40,4,13910,0
Precinct,##ev - Central Absentee Precinct,3050,563,10,0,3623,0
Precinct,##pe - Central Absentee Precinct,12,12,0,0,24,0
Precinct,101 - Indian Valley,360,23,0,0,383,0
Precinct,102 - Tip Top,208,23,0,0,231,0
Precinct,103 - Mundy Town,407,30,0,0,437,0
Precinct,104 - Falls Mills,284,33,1,0,318,0
Precinct,106 - Pocahontas,109,18,1,0,128,0
Precinct,107 - Amonate,35,4,0,0,39,0
Precinct,109 - Bishop,99,6,0,0,105,0
Precinct,112 - Bandy,129,10,0,0,139,0
Precinct,203 - Burkes Garden,85,6,0,0,91,0
Precinct,204 - Clear Fork,259,21,1,0,281,0
Precinct,207 - Freestone,100,15,0,0,115,0
Precinct,209 - Jeffersonville,879,134,5,2,1020,0
Precinct,214 - Thompson Valley,299,25,1,0,325,0
Precinct,301 - Cedar Bluff,937,66,3,1,1007,0
Precinct,302 - Baptist Valley,217,20,0,0,237,0
Precinct,303 - Paint Lick,767,68,1,0,836,0
Precinct,401 - Richlands,1497,179,2,0,1678,0
Precinct,402 - Jewell Ridge,154,10,0,0,164,0
Precinct,501 - Springville,689,51,3,0,743,0
Precinct,502 - Graham,1106,166,2,0,1274,0
Precinct,Ab - Central Absentee Precinct,355,333,10,1,699,0
Precinct,Provisional,8,5,0,0,13,0
Locality,Virginia Beach City,86973,73965,1160,99,162197,0
Precinct,##ev - Central Absentee Precinct,19785,17450,119,11,37365,0
Precinct,##pe - Central Absentee Precinct,273,525,11,1,810,0
Precinct,1 - North Beach,1121,478,10,0,1609,0
Precinct,2 - South Beach,716,488,17,2,1223,0
Precinct,3 - Ocean Lakes,567,310,10,0,887,0
Precinct,4 - Linkhorn,759,360,3,0,1122,0
Precinct,5 - Seatack,524,442,11,0,977,0
Precinct,6 - Alanton,827,421,10,1,1259,0
Precinct,7 - Kingston,638,320,3,0,961,0
Precinct,8 - London Bridge,772,523,10,1,1306,0
Precinct,9 - Trantwood,736,370,2,0,1108,0
Precinct,10 - Great Neck,840,280,2,0,1122,0
Precinct,11 - Cape Henry,830,658,5,1,1494,0
Precinct,12 - Plaza,575,518,11,0,1104,0
Precinct,13 - Mt Trashmore,821,539,12,0,1372,0
Precinct,14 - Malibu,789,500,13,2,1304,0
Precinct,15 - Old Donation,522,340,9,2,873,0
Precinct,16 - Aragona,875,551,24,1,1451,0
Precinct,17 - Ocean Park,490,278,7,0,775,0
Precinct,18 - Thoroughgood,796,446,5,1,1248,0
Precinct,19 - Lake Smith,489,257,5,0,751,0
Precinct,20 - Bayside,610,430,10,1,1051,0
Precinct,21 - Davis Corner,299,635,16,0,950,0
Precinct,22 - Point O View,664,397,6,0,1067,0
Precinct,23 - Arrowhead,792,483,14,0,1289,0
Precinct,24 - Larkspur,511,396,8,2,917,0
Precinct,25 - Avalon,1045,685,13,2,1745,0
Precinct,26 - Fairfield,754,492,12,3,1261,0
Precinct,27 - Edwin,807,473,8,2,1290,0
Precinct,28 - Thalia,597,335,6,0,938,0
Precinct,29 - Holland,474,477,10,0,961,0
Precinct,30 - Red Wing,589,311,4,0,904,0
Precinct,31 - Sigma,1093,390,4,0,1487,0
Precinct,32 - Creeds,724,143,2,0,869,0
Precinct,33 - Capps Shop,763,147,1,0,911,0
Precinct,34 - Blackwater,466,99,0,0,565,0
Precinct,35 - Courthouse,640,269,4,1,914,0
Precinct,36 - Windsor Oaks,600,633,22,0,1255,0
Precinct,37 - Chesapeake Beach,544,377,4,2,927,0
Precinct,38 - Witchduck,935,440,2,0,1377,0
Precinct,39 - Pembroke,718,568,16,2,1304,0
Precinct,40 - Bonney,456,347,11,0,814,0
Precinct,41 - College Park,398,914,16,3,1331,0
Precinct,42 - Brandon,641,554,13,0,1208,0
Precinct,43 - Bellamy,423,548,18,0,989,0
Precinct,44 - Centerville,832,495,6,1,1334,0
Precinct,45 - Timberlake,413,589,16,0,1018,0
Precinct,46 - Green Run,390,528,7,1,926,0
Precinct,47 - Kings Grant,1084,495,4,0,1583,0
Precinct,48 - Wolfsnare,799,477,5,2,1283,0
Precinct,49 - Lynnhaven,691,333,2,2,1028,0
Precinct,50 - Oceana,288,371,8,0,667,0
Precinct,51 - Stratford Chase,655,379,4,0,1038,0
Precinct,52 - Homestead,864,604,15,0,1483,0
Precinct,53 - Shannon,604,359,12,1,976,0
Precinct,54 - Cromwell,433,304,8,2,747,0
Precinct,55 - Magic Hollow,413,609,11,1,1034,0
Precinct,56 - Edinburgh,418,268,4,0,690,0
Precinct,57 - Sherry Park,530,263,5,0,798,0
Precinct,58 - Glenwood,685,529,11,0,1225,0
Precinct,59 - Shelton Park,496,326,7,0,829,0
Precinct,60 - Foxfire,1035,400,5,0,1440,0
Precinct,61 - Baker,167,721,18,2,908,0
Precinct,62 - Landstown,810,493,7,0,1310,0
Precinct,63 - Culver,909,577,12,1,1499,0
Precinct,64 - Rosemont Forest,585,405,7,1,998,0
Precinct,65 - Colonial,671,522,11,1,1205,0
Precinct,66 - Hunt,741,360,4,1,1106,0
Precinct,67 - Eastern Shore,282,284,8,0,574,0
Precinct,68 - Manor,719,460,3,1,1183,0
Precinct,69 - Shell,308,485,12,2,807,0
Precinct,70 - Corporate Landing,696,450,7,0,1153,0
Precinct,71 - Round Hill,356,299,3,2,660,0
Precinct,72 - Rudee,818,389,7,1,1215,0
Precinct,73 - Dahlia,323,533,8,1,865,0
Precinct,74 - Buckner,365,460,9,4,838,0
Precinct,75 - Colony,925,403,6,3,1337,0
Precinct,76 - Village,331,459,9,1,800,0
Precinct,77 - Brookwood,569,436,12,0,1017,0
Precinct,78 - Indian Lakes,492,497,9,0,998,0
Precinct,79 - Pleasant Hall,327,473,3,0,803,0
Precinct,80 - Chimney Hill,348,494,8,1,851,0
Precinct,81 - Rock Lake,574,558,12,0,1144,0
Precinct,82 - Shelburne,663,327,4,0,994,0
Precinct,83 - Strawbridge,918,469,13,1,1401,0
Precinct,84 - Tallwood,506,561,3,1,1071,0
Precinct,85 - Upton,944,427,7,0,1378,0
Precinct,86 - Haygood,701,508,5,1,1215,0
Precinct,87 - Hillcrest,680,437,6,0,1123,0
Precinct,88 - North Landing,632,381,5,1,1019,0
Precinct,89 - Lake Christopher,733,454,8,3,1198,0
Precinct,90 - Lake Joyce,529,273,8,0,810,0
Precinct,91 - Lexington,453,547,9,0,1009,0
Precinct,92 - Little Neck,684,357,5,2,1048,0
Precinct,93 - Newtown,168,653,11,0,832,0
Precinct,94 - Pinewood,399,248,8,0,655,0
Precinct,95 - Dam Neck,512,297,11,0,820,0
Precinct,96 - Hilltop,335,365,12,2,714,0
Precinct,97 - Indian River,432,509,12,1,954,0
Precinct,98 - Independence,233,337,6,2,578,0
Precinct,99 - Salem Woods,345,392,6,0,743,0
Precinct,100 - Sandbridge,514,166,2,0,682,0
Precinct,Ab - Central Absentee Precinct,5200,12350,191,12,17753,0
Precinct,Provisional,158,223,4,0,385,0
Locality,Warren County,11294,4328,89,8,15719,0
Precinct,##ev - Central Absentee Precinct,2493,1512,14,1,4020,0
Precinct,##pe - Central Absentee Precinct,17,20,0,0,37,0
Precinct,101 - Fork Town,460,146,2,0,608,0
Precinct,102 - Otterburn,1188,224,7,1,1420,0
Precinct,201 - Happy Creek,818,248,5,0,1071,0
Precinct,202 - Linden,866,292,8,1,1167,0
Precinct,301 - North River,582,201,10,0,793,0
Precinct,302 - Riverton,976,195,6,0,1177,0
Precinct,401 - East Shenandoah,1344,284,12,2,1642,0
Precinct,402 - Town - West Shenandoah,476,128,5,0,609,0
Precinct,501 - South River,896,242,5,0,1143,0
Precinct,502 - Bentonville,469,103,1,0,573,0
Precinct,504 - Browntown,363,89,0,1,453,0
Precinct,Ab - Central Absentee Precinct,335,638,14,1,988,0
Precinct,Provisional,11,6,0,1,18,0
Locality,Washington County,17395,4505,78,18,21996,0
Precinct,##ev - Central Absentee Precinct,3726,1441,19,5,5191,0
Precinct,##pe - Central Absentee Precinct,17,28,0,0,45,0
Precinct,101 - East Abingdon,893,275,6,1,1175,0
Precinct,102 - West Abingdon,444,140,1,0,585,0
Precinct,201 - Clinchburg,500,63,3,0,566,0
Precinct,202 - Greendale,707,79,3,1,790,0
Precinct,203 - Hayters Gap,310,30,0,1,341,0
Precinct,204 Woodland Hills,503,91,1,0,595,0
Precinct,301 - Watauga,1012,178,4,1,1195,0
Precinct,302 - South Abingdon,718,221,7,3,949,0
Precinct,401 - Glade Spring,852,152,2,0,1006,0
Precinct,402 - Meadowview,973,155,4,0,1132,0
Precinct,501 - Rhea Valley,1292,141,5,2,1440,0
Precinct,502 - Damascus,553,149,2,1,705,0
Precinct,504 - Green Cove,122,12,0,0,134,0
Precinct,601 - Burson Place,1072,84,4,0,1160,0
Precinct,602 - Mendota,246,20,0,0,266,0
Precinct,603 - Valley Institute,808,120,1,0,929,0
Precinct,701 - High Point,867,110,2,1,980,0
Precinct,702 - Wallace,396,55,0,0,451,0
Precinct,703 - John Battle,797,136,4,0,937,0
Precinct,Ab - Central Absentee Precinct,579,822,10,2,1413,0
Precinct,Provisional,8,3,0,0,11,0
Locality,Waynesboro City,4473,3275,99,9,7856,0
Precinct,##ev - Central Absentee Precinct,1223,980,12,2,2217,0
Precinct,##pe - Central Absentee Precinct,4,15,0,0,19,0
Precinct,1 - Ward A,475,279,19,2,775,0
Precinct,2 - Ward B,739,471,11,2,1223,0
Precinct,3 - Ward C,718,393,30,3,1144,0
Precinct,4 - Ward D,1031,504,9,0,1544,0
Precinct,Ab - Central Absentee Precinct,276,621,18,0,915,0
Precinct,Provisional,7,12,0,0,19,0
Locality,Westmoreland County,4614,2971,30,5,7620,0
Precinct,##ev - Central Absentee Precinct,1122,863,3,1,1989,0
Precinct,##pe - Central Absentee Precinct,4,6,0,0,10,0
Precinct,101 - Precinct 1-1,213,324,2,0,539,0
Precinct,102 - Precinct 1-2,149,122,1,0,272,0
Precinct,201 - Precinct 2-1,336,268,2,0,606,0
Precinct,202 - Precinct 2-2,301,111,1,0,413,0
Precinct,301 - Precinct 3-1,291,140,2,2,435,0
Precinct,302 - Precinct 3-2,348,147,3,0,498,0
Precinct,401 - Precinct 4-1,955,230,5,0,1190,0
Precinct,501 - Precinct 5-1,754,366,9,2,1131,0
Precinct,Ab - Central Absentee Precinct,136,385,2,0,523,0
Precinct,Provisional,5,9,0,0,14,0
Locality,Williamsburg City,1703,3185,40,3,4931,0
Precinct,##ev - Central Absentee Precinct,790,1403,8,2,2203,0
Precinct,##pe - Central Absentee Precinct,4,12,1,0,17,0
Precinct,1 - Stryker,489,712,10,1,1212,0
Precinct,2 - Matoaka,321,577,11,0,909,0
Precinct,Ab - Central Absentee Precinct,95,468,10,0,573,0
Precinct,Provisional,4,13,0,0,17,0
Locality,Winchester City,4137,4294,60,5,8496,0
Precinct,##ev - Central Absentee Precinct,1310,1705,11,2,3028,0
Precinct,##pe - Central Absentee Precinct,13,35,5,0,53,0
Precinct,101 - Merrimans,560,449,6,0,1015,0
Precinct,102 - Old Town,431,305,0,0,736,0
Precinct,201 - Virginia Avenue,366,388,16,2,772,0
Precinct,301 - War Memorial,492,366,5,0,863,0
Precinct,401 - Frederick Douglass,277,201,2,0,480,0
Precinct,402 - Rolling Hills,555,363,5,0,923,0
Precinct,AB - Central Absentee Precinct,128,472,10,1,611,0
Precinct,Provisional,5,10,0,0,15,0
Locality,Wise County,9691,1796,53,11,11551,0
Precinct,##ev - Central Absentee Precinct,2375,522,11,3,2911,0
Precinct,##pe - Central Absentee Precinct,16,6,3,0,25,0
Precinct,101 - Appalachia,477,70,2,0,549,0
Precinct,102 - Dorchester,327,45,2,0,374,0
Precinct,103 - Guest River Voting Place,315,38,0,0,353,0
Precinct,104 - West Pound,802,100,3,1,906,0
Precinct,201 - North Coeburn,431,40,1,0,472,0
Precinct,202 - Wise,952,187,9,2,1150,0
Precinct,203 - East Pound,217,20,1,1,239,0
Precinct,301 - Big Stone Gap,708,133,6,0,847,0
Precinct,302 - East Stone Gap,922,109,3,1,1035,0
Precinct,401 - Clinch Valley,689,94,1,0,784,0
Precinct,402 - South Coeburn,889,72,3,0,964,0
Precinct,403 - St Paul,311,68,1,0,380,0
Precinct,Ab - Central Absentee Precinct,256,292,7,3,558,0
Precinct,Provisional,4,0,0,0,4,0
Locality,Wythe County,9458,2043,59,5,11565,0
Precinct,##ev - Central Absentee Precinct,1588,662,7,1,2258,0
Precinct,##pe - Central Absentee Precinct,7,2,0,0,9,0
Precinct,101 - Royal Oak,284,40,1,0,325,0
Precinct,102 - Rural Retreat,1165,136,7,0,1308,0
Precinct,203 - West Wytheville,880,187,7,1,1075,0
Precinct,303 - East Wytheville,941,248,6,1,1196,0
Precinct,401 - Fort Chiswell,726,96,3,0,825,0
Precinct,402 - Max Meadows,756,77,9,1,843,0
Precinct,501 - Jackson Memorial,553,76,3,0,632,0
Precinct,502 - Sheffey,797,72,4,0,873,0
Precinct,601 - Huddle,409,38,0,1,448,0
Precinct,602 - Zion,629,66,3,0,698,0
Precinct,603 Evergreen,432,54,3,0,489,0
Precinct,Ab - Central Absentee Precinct,282,285,6,0,573,0
Precinct,Provisional,9,4,0,0,13,0
Locality,York County,17485,12190,150,16,29841,0
Precinct,##ev - Central Absentee Precinct,6664,5464,34,5,12167,0
Precinct,##pe - Central Absentee Precinct,18,38,2,0,58,0
Precinct,101 - Queens Lake,532,406,6,1,945,0
Precinct,102 - Waller Mill,701,397,10,1,1109,0
Precinct,103 - Magruder,713,752,7,1,1473,0
Precinct,201 - Coventry,931,629,9,2,1571,0
Precinct,202 - Kiln Creek,499,303,0,0,802,0
Precinct,301 - Seaford,1430,296,6,1,1733,0
Precinct,302 - Yorktown,642,286,4,0,932,0
Precinct,303 - Edgehill,673,503,18,1,1195,0
Precinct,401 - Harwoods Mill,947,282,7,1,1237,0
Precinct,402 - Dare,892,282,5,0,1179,0
Precinct,403 - Grafton,433,181,1,0,615,0
Precinct,501 - Tabb,1002,400,5,1,1408,0
Precinct,502 - Bethel,849,535,9,1,1394,0
Precinct,Ab - Central Absentee Precinct,541,1414,27,1,1983,0
Precinct,Provisional,18,22,0,0,40,0
