,,Jason Stuart Redding Miyares,Mark Rankin Herring,Write-Ins,Total Votes Cast,Undervotes
Precinct,75 - Colony,927,394,1,1322,0
Precinct,76 - Village,320,472,1,793,0
Precinct,77 - Brookwood,560,455,1,1016,0
Precinct,78 - Indian Lakes,493,497,0,990,0
Precinct,79 - Pleasant Hall,326,471,0,797,0
Precinct,80 - Chimney Hill,338,509,0,847,0
Precinct,81 - Rock Lake,568,574,0,1142,0
Precinct,82 - Shelburne,663,324,0,987,0
Precinct,83 - Strawbridge,920,471,1,1392,0
Precinct,84 - Tallwood,504,560,1,1065,0
Precinct,85 - Upton,932,439,1,1372,0
Precinct,86 - Haygood,693,513,1,1207,0
Precinct,87 - Hillcrest,677,439,0,1116,0
Precinct,88 - North Landing,631,383,3,1017,0
Precinct,89 - Lake Christopher,724,464,3,1191,0
Precinct,90 - Lake Joyce,530,274,1,805,0
Precinct,91 - Lexington,454,549,0,1003,0
Precinct,92 - Little Neck,690,351,2,1043,0
Precinct,93 - Newtown,158,674,0,832,0
Precinct,94 - Pinewood,403,252,0,655,0
Precinct,95 - Dam Neck,519,297,0,816,0
Precinct,96 - Hilltop,334,377,1,712,0
Precinct,97 - Indian River,418,530,2,950,0
Precinct,98 - Independence,221,353,1,575,0
Precinct,99 - Salem Woods,335,404,0,739,0
Precinct,100 - Sandbridge,505,175,0,680,0
Precinct,Ab - Central Absentee Precinct,5340,12351,11,17702,0
Precinct,Provisional,156,222,1,379,0
Locality,Warren County,11152,4488,17,15657,0
Precinct,##ev - Central Absentee Precinct,2479,1518,1,3998,0
Precinct,##pe - Central Absentee Precinct,16,21,0,37,0
Precinct,101 - Fork Town,452,154,0,606,0
Precinct,102 - Otterburn,1169,243,1,1413,0
Precinct,201 - Happy Creek,809,256,0,1065,0
Precinct,202 - Linden,852,309,2,1163,0
Precinct,301 - North River,573,214,1,788,0
Precinct,302 - Riverton,960,209,4,1173,0
Precinct,401 - East Shenandoah,1330,307,3,1640,0
Precinct,402 - Town - West Shenandoah,471,136,0,607,0
Precinct,501 - South River,883,254,1,1138,0
Precinct,502 - Bentonville,463,109,1,573,0
Precinct,504 - Browntown,356,96,0,452,0
Precinct,Ab - Central Absentee Precinct,327,657,2,986,0
Precinct,Provisional,12,5,1,18,0
Locality,Washington County,17319,4573,10,21902,0
Precinct,##ev - Central Absentee Precinct,3707,1453,1,5161,0
Precinct,##pe - Central Absentee Precinct,18,27,0,45,0
Precinct,101 - East Abingdon,890,282,0,1172,0
Precinct,102 - West Abingdon,438,146,0,584,0
Precinct,201 - Clinchburg,501,65,0,566,0
Precinct,202 - Greendale,701,85,0,786,0
Precinct,203 - Hayters Gap,308,32,0,340,0
Precinct,204 Woodland Hills,495,96,0,591,0
Precinct,301 - Watauga,1014,179,0,1193,0
Precinct,302 - South Abingdon,719,224,2,945,0
Precinct,401 - Glade Spring,848,154,0,1002,0
Precinct,402 - Meadowview,974,157,0,1131,0
Precinct,501 - Rhea Valley,1291,147,0,1438,0
Precinct,502 - Damascus,538,158,0,696,0
Precinct,504 - Green Cove,120,14,0,134,0
Precinct,601 - Burson Place,1069,89,1,1159,0
Precinct,602 - Mendota,243,22,0,265,0
Precinct,603 - Valley Institute,810,117,0,927,0
Precinct,701 - High Point,869,106,1,976,0
Precinct,702 - Wallace,395,52,0,447,0
Precinct,703 - John Battle,795,136,0,931,0
Precinct,Ab - Central Absentee Precinct,568,829,5,1402,0
Precinct,Provisional,8,3,0,11,0
Locality,Waynesboro City,4361,3417,11,7789,0
Precinct,##ev - Central Absentee Precinct,1195,1002,1,2198,0
Precinct,##pe - Central Absentee Precinct,3,16,0,19,0
Precinct,1 - Ward A,465,302,0,767,0
Precinct,2 - Ward B,721,492,0,1213,0
Precinct,3 - Ward C,701,424,6,1131,0
Precinct,4 - Ward D,1001,527,2,1530,0
Precinct,Ab - Central Absentee Precinct,269,641,2,912,0
Precinct,Provisional,6,13,0,19,0
Locality,Westmoreland County,4522,3037,8,7567,0
Precinct,##ev - Central Absentee Precinct,1112,860,1,1973,0
Precinct,##pe - Central Absentee Precinct,4,6,0,10,0
Precinct,101 - Precinct 1-1,206,323,2,531,0
Precinct,102 - Precinct 1-2,143,127,0,270,0
Precinct,201 - Precinct 2-1,325,271,1,597,0
Precinct,202 - Precinct 2-2,295,116,1,412,0
Precinct,301 - Precinct 3-1,286,145,2,433,0
Precinct,302 - Precinct 3-2,342,153,0,495,0
Precinct,401 - Precinct 4-1,940,245,0,1185,0
Precinct,501 - Precinct 5-1,731,393,0,1124,0
Precinct,Ab - Central Absentee Precinct,133,389,1,523,0
Precinct,Provisional,5,9,0,14,0
Locality,Williamsburg City,1701,3209,2,4912,0
Precinct,##ev - Central Absentee Precinct,797,1404,0,2201,0
Precinct,##pe - Central Absentee Precinct,3,13,0,16,0
Precinct,1 - Stryker,478,726,1,1205,0
Precinct,2 - Matoaka,319,584,1,904,0
Precinct,Ab - Central Absentee Precinct,100,469,0,569,0
Precinct,Provisional,4,13,0,17,0
Locality,Winchester City,4031,4421,3,8455,0
Precinct,##ev - Central Absentee Precinct,1287,1725,0,3012,0
Precinct,##pe - Central Absentee Precinct,13,40,0,53,0
Precinct,101 - Merrimans,554,459,0,1013,0
Precinct,102 - Old Town,410,325,0,735,0
Precinct,201 - Virginia Avenue,354,409,2,765,0
Precinct,301 - War Memorial,478,374,0,852,0
Precinct,401 - Frederick Douglass,271,208,1,480,0
Precinct,402 - Rolling Hills,535,386,0,921,0
Precinct,AB - Central Absentee Precinct,125,485,0,610,0
Precinct,Provisional,4,10,0,14,0
Locality,Wise County,9583,1878,8,11469,0
Precinct,##ev - Central Absentee Precinct,2358,534,2,2894,0
Precinct,##pe - Central Absentee Precinct,16,9,0,25,0
Precinct,101 - Appalachia,467,78,0,545,0
Precinct,102 - Dorchester,324,45,0,369,0
Precinct,103 - Guest River Voting Place,307,43,0,350,0
Precinct,104 - West Pound,788,106,0,894,0
Precinct,201 - North Coeburn,425,43,0,468,0
Precinct,202 - Wise,946,198,1,1145,0
Precinct,203 - East Pound,215,22,1,238,0
Precinct,301 - Big Stone Gap,700,144,0,844,0
Precinct,302 - East Stone Gap,916,114,0,1030,0
Precinct,401 - Clinch Valley,685,90,1,776,0
Precinct,402 - South Coeburn,875,79,2,956,0
Precinct,403 - St Paul,306,70,0,376,0
Precinct,Ab - Central Absentee Precinct,252,303,1,556,0
Precinct,Provisional,3,0,0,3,0
Locality,Wythe County,9364,2143,7,11514,0
Precinct,##ev - Central Absentee Precinct,1578,671,1,2250,0
Precinct,##pe - Central Absentee Precinct,6,3,0,9,0
Precinct,101 - Royal Oak,284,41,0,325,0
Precinct,102 - Rural Retreat,1156,147,0,1303,0
Precinct,203 - West Wytheville,874,192,2,1068,0
Precinct,303 - East Wytheville,932,259,1,1192,0
Precinct,401 - Fort Chiswell,718,106,0,824,0
Precinct,402 - Max Meadows,751,90,1,842,0
Precinct,501 - Jackson Memorial,548,81,0,629,0
Precinct,502 - Sheffey,790,77,0,867,0
Precinct,601 - Huddle,410,36,0,446,0
Precinct,602 - Zion,611,80,0,691,0
Precinct,603 Evergreen,427,61,1,489,0
Precinct,Ab - Central Absentee Precinct,271,295,1,567,0
Precinct,Provisional,8,4,0,12,0
Locality,York County,17460,12272,19,29751,0
Precinct,##ev - Central Absentee Precinct,6682,5444,6,12132,0
Precinct,##pe - Central Absentee Precinct,19,39,0,58,0
Precinct,101 - Queens Lake,531,412,0,943,0
Precinct,102 - Waller Mill,700,407,0,1107,0
Precinct,103 - Magruder,700,762,4,1466,0
Precinct,201 - Coventry,924,637,2,1563,0
Precinct,202 - Kiln Creek,492,308,0,800,0
Precinct,301 - Seaford,1415,316,3,1734,0
Precinct,302 - Yorktown,640,281,0,921,0
Precinct,303 - Edgehill,672,523,0,1195,0
Precinct,401 - Harwoods Mill,940,294,0,1234,0
Precinct,402 - Dare,896,280,0,1176,0
Precinct,403 - Grafton,426,187,0,613,0
Precinct,501 - Tabb,1016,384,2,1402,0
Precinct,502 - Bethel,840,547,1,1388,0
Precinct,Ab - Central Absentee Precinct,548,1430,1,1979,0
Precinct,Provisional,19,21,0,40,0
