,,Winsome Earle Sears,Hala Sophia Ayala,Write-Ins,Total Votes Cast,Undervotes
Precinct,76 - Village,330,465,1,796,0
Precinct,77 - Brookwood,567,445,2,1014,0
Precinct,78 - Indian Lakes,507,489,0,996,0
Precinct,79 - Pleasant Hall,324,470,0,794,0
Precinct,80 - Chimney Hill,339,508,0,847,0
Precinct,81 - Rock Lake,571,571,1,1143,0
Precinct,82 - Shelburne,668,321,0,989,0
Precinct,83 - Strawbridge,926,466,2,1394,0
Precinct,84 - Tallwood,504,563,0,1067,0
Precinct,85 - Upton,944,426,0,1370,0
Precinct,86 - Haygood,697,507,1,1205,0
Precinct,87 - Hillcrest,685,429,0,1114,0
Precinct,88 - North Landing,632,386,1,1019,0
Precinct,89 - Lake Christopher,730,465,2,1197,0
Precinct,90 - Lake Joyce,537,270,1,808,0
Precinct,91 - Lexington,445,560,0,1005,0
Precinct,92 - Little Neck,687,348,4,1039,0
Precinct,93 - Newtown,158,672,0,830,0
Precinct,94 - Pinewood,402,254,0,656,0
Precinct,95 - Dam Neck,523,289,1,813,0
Precinct,96 - Hilltop,340,369,1,710,0
Precinct,97 - Indian River,429,523,1,953,0
Precinct,98 - Independence,226,350,0,576,0
Precinct,99 - Salem Woods,348,388,0,736,0
Precinct,100 - Sandbridge,506,169,0,675,0
Precinct,Ab - Central Absentee Precinct,5372,12311,16,17699,0
Precinct,Provisional,151,229,0,380,0
Locality,Warren County,11203,4421,28,15652,0
Precinct,##ev - Central Absentee Precinct,2508,1492,0,4000,0
Precinct,##pe - Central Absentee Precinct,15,22,0,37,0
Precinct,101 - Fork Town,447,155,3,605,0
Precinct,102 - Otterburn,1178,235,3,1416,0
Precinct,201 - Happy Creek,807,255,3,1065,0
Precinct,202 - Linden,853,309,1,1163,0
Precinct,301 - North River,570,216,0,786,0
Precinct,302 - Riverton,960,212,3,1175,0
Precinct,401 - East Shenandoah,1332,296,5,1633,0
Precinct,402 - Town - West Shenandoah,474,135,0,609,0
Precinct,501 - South River,887,249,2,1138,0
Precinct,502 - Bentonville,463,103,3,569,0
Precinct,504 - Browntown,362,91,0,453,0
Precinct,Ab - Central Absentee Precinct,336,645,4,985,0
Precinct,Provisional,11,6,1,18,0
Locality,Washington County,17387,4459,16,21862,0
Precinct,##ev - Central Absentee Precinct,3728,1436,2,5166,0
Precinct,##pe - Central Absentee Precinct,17,27,0,44,0
Precinct,101 - East Abingdon,899,272,0,1171,0
Precinct,102 - West Abingdon,437,142,0,579,0
Precinct,201 - Clinchburg,502,60,0,562,0
Precinct,202 - Greendale,702,78,1,781,0
Precinct,203 - Hayters Gap,310,28,1,339,0
Precinct,204 Woodland Hills,496,93,0,589,0
Precinct,301 - Watauga,1007,181,1,1189,0
Precinct,302 - South Abingdon,719,223,2,944,0
Precinct,401 - Glade Spring,850,151,0,1001,0
Precinct,402 - Meadowview,981,150,0,1131,0
Precinct,501 - Rhea Valley,1294,138,1,1433,0
Precinct,502 - Damascus,543,150,1,694,0
Precinct,504 - Green Cove,120,13,0,133,0
Precinct,601 - Burson Place,1069,83,1,1153,0
Precinct,602 - Mendota,247,19,0,266,0
Precinct,603 - Valley Institute,813,111,0,924,0
Precinct,701 - High Point,864,108,1,973,0
Precinct,702 - Wallace,395,53,0,448,0
Precinct,703 - John Battle,799,132,0,931,0
Precinct,Ab - Central Absentee Precinct,587,808,5,1400,0
Precinct,Provisional,8,3,0,11,0
Locality,Waynesboro City,4508,3273,10,7791,0
Precinct,##ev - Central Absentee Precinct,1228,971,2,2201,0
Precinct,##pe - Central Absentee Precinct,4,15,0,19,0
Precinct,1 - Ward A,476,292,1,769,0
Precinct,2 - Ward B,751,464,2,1217,0
Precinct,3 - Ward C,728,402,0,1130,0
Precinct,4 - Ward D,1034,492,2,1528,0
Precinct,Ab - Central Absentee Precinct,280,625,3,908,0
Precinct,Provisional,7,12,0,19,0
Locality,Westmoreland County,4559,3000,13,7572,0
Precinct,##ev - Central Absentee Precinct,1118,856,1,1975,0
Precinct,##pe - Central Absentee Precinct,3,7,0,10,0
Precinct,101 - Precinct 1-1,210,320,3,533,0
Precinct,102 - Precinct 1-2,149,118,1,268,0
Precinct,201 - Precinct 2-1,327,274,1,602,0
Precinct,202 - Precinct 2-2,298,114,1,413,0
Precinct,301 - Precinct 3-1,289,141,3,433,0
Precinct,302 - Precinct 3-2,344,149,0,493,0
Precinct,401 - Precinct 4-1,936,247,0,1183,0
Precinct,501 - Precinct 5-1,744,382,2,1128,0
Precinct,Ab - Central Absentee Precinct,134,385,1,520,0
Precinct,Provisional,7,7,0,14,0
Locality,Williamsburg City,1711,3186,7,4904,0
Precinct,##ev - Central Absentee Precinct,800,1390,4,2194,0
Precinct,##pe - Central Absentee Precinct,4,13,0,17,0
Precinct,1 - Stryker,487,718,2,1207,0
Precinct,2 - Matoaka,317,585,0,902,0
Precinct,Ab - Central Absentee Precinct,97,469,1,567,0
Precinct,Provisional,6,11,0,17,0
Locality,Winchester City,4122,4324,8,8454,0
Precinct,##ev - Central Absentee Precinct,1320,1695,1,3016,0
Precinct,##pe - Central Absentee Precinct,12,40,0,52,0
Precinct,101 - Merrimans,557,455,0,1012,0
Precinct,102 - Old Town,420,315,0,735,0
Precinct,201 - Virginia Avenue,370,397,1,768,0
Precinct,301 - War Memorial,486,366,2,854,0
Precinct,401 - Frederick Douglass,271,201,4,476,0
Precinct,402 - Rolling Hills,549,371,0,920,0
Precinct,AB - Central Absentee Precinct,133,474,0,607,0
Precinct,Provisional,4,10,0,14,0
Locality,Wise County,9570,1867,11,11448,0
Precinct,##ev - Central Absentee Precinct,2350,539,2,2891,0
Precinct,##pe - Central Absentee Precinct,15,10,0,25,0
Precinct,101 - Appalachia,463,80,0,543,0
Precinct,102 - Dorchester,325,44,0,369,0
Precinct,103 - Guest River Voting Place,310,40,0,350,0
Precinct,104 - West Pound,788,103,0,891,0
Precinct,201 - North Coeburn,426,44,0,470,0
Precinct,202 - Wise,940,200,2,1142,0
Precinct,203 - East Pound,211,23,1,235,0
Precinct,301 - Big Stone Gap,703,139,1,843,0
Precinct,302 - East Stone Gap,919,112,0,1031,0
Precinct,401 - Clinch Valley,677,98,1,776,0
Precinct,402 - South Coeburn,874,75,1,950,0
Precinct,403 - St Paul,309,66,0,375,0
Precinct,Ab - Central Absentee Precinct,257,293,3,553,0
Precinct,Provisional,3,1,0,4,0
Locality,Wythe County,9308,2167,11,11486,0
Precinct,##ev - Central Absentee Precinct,1551,686,1,2238,0
Precinct,##pe - Central Absentee Precinct,6,3,0,9,0
Precinct,101 - Royal Oak,280,42,0,322,0
Precinct,102 - Rural Retreat,1152,150,0,1302,0
Precinct,203 - West Wytheville,869,193,2,1064,0
Precinct,303 - East Wytheville,919,266,2,1187,0
Precinct,401 - Fort Chiswell,712,108,0,820,0
Precinct,402 - Max Meadows,749,93,3,845,0
Precinct,501 - Jackson Memorial,545,83,0,628,0
Precinct,502 - Sheffey,788,75,0,863,0
Precinct,601 - Huddle,403,42,1,446,0
Precinct,602 - Zion,612,84,0,696,0
Precinct,603 Evergreen,430,56,1,487,0
Precinct,Ab - Central Absentee Precinct,283,281,1,565,0
Precinct,Provisional,9,5,0,14,0
Locality,York County,17593,12132,23,29748,0
Precinct,##ev - Central Absentee Precinct,6718,5411,9,12138,0
Precinct,##pe - Central Absentee Precinct,20,38,0,58,0
Precinct,101 - Queens Lake,530,409,0,939,0
Precinct,102 - Waller Mill,702,405,0,1107,0
Precinct,103 - Magruder,713,752,1,1466,0
Precinct,201 - Coventry,937,626,2,1565,0
Precinct,202 - Kiln Creek,504,297,0,801,0
Precinct,301 - Seaford,1434,297,0,1731,0
Precinct,302 - Yorktown,640,284,1,925,0
Precinct,303 - Edgehill,683,508,4,1195,0
Precinct,401 - Harwoods Mill,949,284,0,1233,0
Precinct,402 - Dare,902,272,0,1174,0
Precinct,403 - Grafton,428,182,1,611,0
Precinct,501 - Tabb,1018,380,2,1400,0
Precinct,502 - Bethel,841,546,1,1388,0
Precinct,Ab - Central Absentee Precinct,556,1419,2,1977,0
Precinct,Provisional,18,22,0,40,0
